Ensembl,Gene_name,P8_4_Lps3,P8_4_Lps5,P8_4_Lps4,P7_4_Lps1,P7_4_Lps2,P4_5_Lps2,P4_5_Lps3,P4_5_Lps1,P7_4_Ctrl1,P7_4_Ctrl2,P8_4_Ctrl3,P8_4_Ctrl4,P8_4_Ctrl5,P4_5_Ctrl1,P4_5_Ctrl3,P4_5_Ctrl2
ENSMUSG00000086482,1700012C08Rik,0.785623,0,0,0,0,0,0,0,0,3,0,0,0.934871,5.82225,0,1.67436
ENSMUSG00000085470,1700012C14Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
ENSMUSG00000096571,1700012L04Rik,0,0,0,0,0,2,0,2,0,4,0,0,3,0,5,0
ENSMUSG00000028589,1700012P22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079346,1700013D24Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000027886,1700013F07Rik,2,3,1,3,5,3,0,5,1,4,6,11,6,6,10,4
ENSMUSG00000041399,1700013G24Rik,1,2,1,0,0,0,0,5,0,0,0,0,0,0,1,2
ENSMUSG00000054727,1700013H16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085801,1700013N06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051054,1700014D04Rik,1,1,0,1,1,2.000002,0,6,0,2.999997,4,2,2,2,0,1
ENSMUSG00000042800,1700015E13Rik,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ENSMUSG00000079666,1700015F17Rik,2.000004,2,1,1,1,0,0,0,0,2.999999,1,1,1,0,0,0
ENSMUSG00000094445,1700015G11Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097671,1700015O11Rik,2,0,0,1,0,0,0,2,1,4,4,1,1,1,0,6
ENSMUSG00000015962,1700016C15Rik,1,3,0,0,0,0,1,1,0,1,3,2,0,0,0,1
ENSMUSG00000031509,1700016D06Rik,18.2426,12.6597,9.84594,8.07484,13.2666,3.39268,0,14.3705,5.12525,10.2764,23.228,20.2242,14.6631,6.16651,14.0209,11.1584
ENSMUSG00000097179,1700016D08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085861,1700016G14Rik,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0
ENSMUSG00000029320,1700016H13Rik,4,3,0.99999999,1,0,2.99999847,0,2.00000309,1,4,2,2.99999961,0,8,0,7
ENSMUSG00000053783,1700016K19Rik,4,0,0,0,0,3,0,1,0,0,2,1,1,9,0,1
ENSMUSG00000085609,1700016P03Rik,19.7496,0,6.82539,4.74036,0,0,0,0,0,0,0,4.22069,16.2674,0,19.6252,0
ENSMUSG00000032300,1700017B05Rik,861.954,739.973,610,430.959,495,320.925,272,740.87,794.945,1601.95,1863.97,2520.96,1592.98,717.971,591,483
ENSMUSG00000024729,1700017D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037884,1700017G19Rik,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1
ENSMUSG00000098727,1700017I07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086348,1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000056912,1700017N19Rik,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
ENSMUSG00000038408,1700018A04Rik,2,0,2,3,0,0,1,4,2,2,4,5,2,3,14,5
ENSMUSG00000033993,1700018A14Rik,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000031809,1700018B08Rik,0,0,1,0,0,0,0,0,0.99999986,0,0,1.00000032,0,0,0,0
ENSMUSG00000037910,1700018B24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058935,1700018C11Rik,0,0,0,0,0,1.000000497,0,0,0,0,1.999999061,1.000000307,0,0,0,0
ENSMUSG00000029620,1700018F24Rik,0,0,0,0,0,0,0,0.999987,0,0,2.99999,0,0,0.999988,0,0.999999
ENSMUSG00000046145,1700018M17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060715,1700019A02Rik,0,0,0,0,1,0,4,0,0,0,1,0,1,2,0,0
ENSMUSG00000040340,1700019B03Rik,0,5,1,1,5.9999961,3,0,6.000004,2,2,7,9,2,5,0,4
ENSMUSG00000085757,1700019B21Rik,5,3,2,1,0,0,0,0,1,0,1,3,1,2,0,0
ENSMUSG00000043629,1700019D03Rik,6.000000015,13,3,7,6.000000015,3.000000017,7.000000134,21.0000002,8.000000158,5,13.00000002,9,8.000000021,17.00000015,1,3
ENSMUSG00000086202,1700019E08Rik,0,2,0,0,1,0,0,1,1,1,0,1,2,0,2,0
ENSMUSG00000068299,1700019G17Rik,119.78028,107,91.5114,57.412,79,26.00003,22.99999,45.6805,51,111.683,104.7398,168.9998,123.99977,60,38.94,46
ENSMUSG00000085416,1700019G24Rik,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000038987,1700019L03Rik,288.4505,247.13349,222.8608,140.71053,154.9031,122.81126,45.40123,260.8402,150.3568,347.9769,348.565,438.1637,346.4016,264.8386,74.3954,182.5721
ENSMUSG00000059695,1700019M22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026931,1700019N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00000008,0,0
ENSMUSG00000036574,1700019O17Rik,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000027409,1700020A23Rik,18,17,11,9,9,4,0,5,10,11,23.00001,30,17,9,0,1
ENSMUSG00000085438,1700020I14Rik,4565.512,4492.9,3600.12,2641.41,3275.347,1808.233,1405.2019,4548.943,3370.976,6813.644,6169.706,8771.09,5911.277,4691.437,3461.897,3108.818
ENSMUSG00000035085,1700020L24Rik,85.3786,83.823,79.981,43.2708,32.6151,61.2071,90.7882,173.678,34.6209,60.3981,94.3058,155.944,124.272,148.036,47.3935,130.78
ENSMUSG00000050844,1700020N01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000059690,1700020N15Rik,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
ENSMUSG00000037535,1700021A07Rik,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0
ENSMUSG00000019797,1700021F05Rik,509.99971,470.9996,422.00039,257.0002,375.00033,207.9999,235,466.99964,293,630.0001,615.9998,866.9997,623.0001,506.00048,486.9996,339.99983
ENSMUSG00000027518,1700021F07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086890,1700021J08Rik,45.7154,34.1642,28.5521,22.515,15.3383,7.16729,26.197,40.0825,35.8663,72.4536,68.6597,75.0425,58.1309,28.3799,18.6706,15.2872
ENSMUSG00000035629,1700021K19Rik,1910.7346,1732.00434,1422.130698,1007.52847,1219.702864,733.15074,731.99979,1941.4446,1401.911153,2832.098978,3095.6486,4051.542727,2570.487487,1901.010235,1103.898573,1492.577196
ENSMUSG00000086955,1700021L23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087343,1700021N21Rik,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
ENSMUSG00000096796,1700021P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038165,1700022A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028451,1700022I11Rik,12.52363,9.99531,10.77394,4.65572,7.42328,6.07422,5,1.62357,1.67843,8.47579,6.8157,5.62037,5.31684,3.40687,0,4.62291
ENSMUSG00000097523,1700022N22Rik,19,13,5,13,10,9,0,9,13,20,26,37,20,20,53,12
ENSMUSG00000087393,1700023C21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029248,1700023E05Rik,0,1,1,0,0,0,0,0,0,1,0,5,1,0,0,0
ENSMUSG00000020940,1700023F06Rik,4,4,2,3,1,1,0,2,2.000002631,1,14,8,4,7,0,1
ENSMUSG00000089827,1700023H06Rik,4,2,1,3,1,3,0,7,0,4,3,6,2,3,5,5
ENSMUSG00000045709,1700023L04Rik,1,1,2,1,3,0,0,1,2,4,5,11,4,0,8,1
ENSMUSG00000052334,1700024B05Rik,0,1.1676402,1.1201877,1.0872213,1.531708,1.0732948,0,0,0,0,0,3.13552,0.9999996,1,0,0
ENSMUSG00000072473,1700024G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069890,1700024J04Rik,6.49412,6.69179,6.02071,1.43168,2.00673,0,2.00141,7.02014,2.42634,5.05649,5.01878,7.01861,8.02517,7.02505,4.00619,1.02373
ENSMUSG00000045022,1700024P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078612,1700024P16Rik,41,36,52,12,19,11,13,36,27,58,87,108,72,50,1,29
ENSMUSG00000078935,1700025C18Rik,1,1,1,2,0,3,0,1,0,0,0,0,0,6,0,4
ENSMUSG00000086760,1700025D23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024728,1700025F22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032666,1700025G04Rik,488.2826,408.0254,351.4678,339.4093,383.7313,108.1454,50.0608,217.2953,503.2878,1127.4525,794.7935,1188.6212,809.9006,266.7519,193.9992,191.90223
ENSMUSG00000090200,1700025N21Rik,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
ENSMUSG00000028244,1700025O08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000011154,1700026D08Rik,4,6,5,1,8,0,6,10,2,9,11,7.999995313,7,3,0,1
ENSMUSG00000086379,1700026D11Rik,2,0,2,0,1,0,0,3,4,7,1,5,3,1,0,1
ENSMUSG00000073976,1700026J12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097716,1700026J14Rik,0,1,0,0,0,1,0,2,2,1,1,1,0,0,0,2
ENSMUSG00000026809,1700026L06Rik,14,14,8,11,13,2,12,7.999998216,16,42,34,40,23.999992,8,15,8
ENSMUSG00000084864,1700027A07Rik,0,3.14592,8.47695,1.07274,3.81487,1.21627,0,1.32697,1.04365,2.16459,8.73683,12.5482,5.47388,2.05513,4,2.02274
ENSMUSG00000098304,1700027I24Rik,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0
ENSMUSG00000097321,1700028E10Rik,5,3,4,5,1,0,0,3,3,11,6,6,6,3,11,1
ENSMUSG00000056821,1700028I16Rik,14.00003599,7.999997797,5.999999856,1.999998053,6.000001376,1.999995052,5.999998414,3.000001519,4.000001488,12.00004303,16,16.99996662,11,2.00000367,0,6.999995896
ENSMUSG00000038782,1700028J19Rik,28,32.841,23,11,18,15,2,20.9246,9,36,23.934,57.5588,38.5404,21,5.41176,20
ENSMUSG00000089798,1700028K03Rik,46.7861,36.6333,42.2174,21.4199,40.2427,11.5814,8.35307,38.2338,29.4976,55.3454,62.8404,84.37869,51.560302,36.6654,20.8507,19.3587
ENSMUSG00000078635,1700028N14Rik,0,1,1,0,1,0,0,2,0,0,1,1,0,1,0,0
ENSMUSG00000033053,1700028P14Rik,3,3,0,1,0,0,0,0,0,5,1,2,1,0,0,0
ENSMUSG00000086823,1700028P15Rik,0,2.01429,1.00553,2,2,1,0,4.06889,2,4.0172,1,6.02866,4.02428,3.01601,0,2
ENSMUSG00000052075,1700029F12Rik,1,2,0,1,0,1,0,2,1,2,3,1,2,2,0,1
ENSMUSG00000031452,1700029H14Rik,2.000002,3,1,0,3,0,0,0,1,0,1,2,0,0,0,0
ENSMUSG00000044916,1700029I15Rik,9.08028,10.05814,5.10222,3,4.06306,5.08571,5,3,6.031,11.26058,11.07389,17.11072,6,7,6,2
ENSMUSG00000071103,1700029J07Rik,59.7122,49.8427,42.1143,39.16231,41.71046,55.6056,11.734701,129.5938,54.1272032,84.3423,95.4144,154.8132,88.3044,130.3346,169.6822,96.0363
ENSMUSG00000086788,1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000098144,1700029N11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061633,1700029P11Rik,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000085333,1700030A11Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000091071,1700030C10Rik,2.25489,3.03829,7.75498,3.04204,5.06074,11,0,12.1275,0,8.08963,14.2407,17.5698,10.032,9.24812,10.4289,16.1009
ENSMUSG00000086459,1700030C12Rik,1.03676,0,0,1.23075,0,1.0306,0,2,1.00754,2.03756,3.06963,0,0,1.03942,1.01071,0
ENSMUSG00000087148,1700030C14Rik,7.82332,7.99008,4.83201,1.74488,4.80694,4.05681,0,2.0877,1.00806,4.75829,5.78163,10.6634,4.04513,0,0,1.73985
ENSMUSG00000031847,1700030J22Rik,75,55,51,32,37,39,27,88,42,92,74,113,72,123,76,57
ENSMUSG00000052794,1700030K09Rik,372.14044,350.3171,276.377,200.244629,241.68445,166.15826,150.07,427.62587,268.225,573.96778,505.8187,703.863,540.61477,466.845,312.406,301.058
ENSMUSG00000097424,1700030M09Rik,2.02574,0,1.00528,1.00744,1.02236,1.00625,1,2.02572,3.03317,4.04639,2.01524,2.01626,5.13445,2.01547,0,0
ENSMUSG00000092239,1700031A10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032894,1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047046,1700031F10Rik,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097302,1700034B16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024532,1700034E13Rik,1,1,0,0,1,0,0,0,1,2,1,1,1,0,0,1
ENSMUSG00000097962,1700034G24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055833,1700034H15Rik,25.6961,33.62549,18.3946,35.5462,23.9372,14.60117,3.57547,37.25392,31.57445,44.19715,55.26752,70.6147,50.82767,34.6349,2.05061,22.9071
ENSMUSG00000074619,1700034I23Rik,0,8.77E-06,0,6,2,3,0,4.860855991,0,6,2.0601,8,0,0,0.000343223,2.430430845
ENSMUSG00000050325,1700034J04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040163,1700034J05Rik,1,1,2,1,1,0,0,0,6,2.99999718,3,4,2,1,0,2
ENSMUSG00000029867,1700034O15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097893,1700034P13Rik,394.356,344.412,281.35,185.79,192.938,100.445,101.579,351.752,205.701,413.20857,494.849,644.225,394.028,223.149,178.935,182.661
ENSMUSG00000095956,1700036A12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086185,1700036O09Rik,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000085542,1700037C06Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000005983,1700037C18Rik,93.85906,79.25569,67.16603,34.10961,42.93461,31.39839,32.3183,58.398,38.13433,104.16895,127.55474,160.04991,110.97423,64.9479,114.68436,34.22501
ENSMUSG00000097540,1700037F24Rik,0,0,1,0,0,1,0,0,0,4,2,0,1,2,0,0
ENSMUSG00000027327,1700037H04Rik,1238.00081,1058.99999,973.00012,565.00013,674.00025,436.99962,757.00038,1086.00045,736.00005,1547.997,1673.99928,2402.9969,1485.99483,938.00074,1085.0006,759.99983
ENSMUSG00000070568,1700039E15Rik,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000092369,1700039E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097933,1700039M10Rik,3,0,0,1,0,0,0,3,0,2,3,1,0,1,0,0
ENSMUSG00000097515,1700040D17Rik,3,1,1,0,1,0,0,0,1,0,0,4,6,2,0,0
ENSMUSG00000094789,1700040F15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095141,1700040F15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019945,1700040L02Rik,2,2,7,1,5,1,0,3,5.9999955,7,5,4,8,9,0,4
ENSMUSG00000054822,1700041G16Rik,2,3,2,0,4,1,0,1,0,1,1,2,3,4,0,1
ENSMUSG00000087010,1700041M05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057402,1700042B14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078593,1700042G07Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000087044,1700042G15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086391,1700042O10Rik,5,5,6,2,7,4,0,3,6,14,11,22,7,6,0,3
ENSMUSG00000078492,1700045H11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000096609,1700045I11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085561,1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085437,1700047A11Rik,2,5,1,4,1,2.01754,3,3,2,0,9,9,6,2,9,2
ENSMUSG00000085549,1700047F07Rik,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ENSMUSG00000094103,1700047I17Rik2,1249.91,1056.22,885.928,636.411,618.959,226.217,278.953,648.291,452.374,937.243,996.538,1483.09,915.537,546.6,425.75,450.02
ENSMUSG00000087347,1700047K16Rik,10.925,9,12.6576,14,12,7,15,23,10,19,19.8165,27.8801,20,24.4129,0,17.304
ENSMUSG00000085637,1700048M11Rik,8,7,3,2,5,5,18,7,7,14,13,13,10,3,10,6
ENSMUSG00000043773,1700048O20Rik,82.6543,66.9812,59.5677,38.2221,63.448,37.6192,53.3517,59.9834,55.84,122.484,111.202,108.33,95.408,89.4831,108,54
ENSMUSG00000085077,1700049E15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079271,1700049E17Rik1,0,0,0,0,0,0,0,0,0.680534,0,0,0,0,0,0,0
ENSMUSG00000072613,1700049E17Rik2,6.65702,3.1079,1.53212,2.35561,0,1.51137,11,0.564606,0,1,4.79146,1.20837,2.66657,2.20183,0,0
ENSMUSG00000070709,1700049G17Rik,570.8492,497.374319,432.04805,338.80668,424.86811,256.85452,234.75858,560.98278,332.4009,749.57604,683.29122,852.2886,628.2688,529.74472,482.9711,387.21442
ENSMUSG00000011052,1700049J03Rik,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
ENSMUSG00000043859,1700049L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086951,1700051A21Rik,2.25074,0,2.00416,2.40652,0,0,3.94642,7.30452,2.02268,2.36924,6.23725,3.50269,1.50225,1.34113,4.02562,2.9344
ENSMUSG00000061759,1700052N19Rik,1221.8306,1144.29524,987.3496228,598.25907,820.7617,395.50508,488.2083,1035.173,806.56537,1745.60267,1713.0644,2287.91272,1509.6047,1028.17,972.303,707.76515
ENSMUSG00000097001,1700054K02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085889,1700054M17Rik,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093616,1700055C04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070997,1700055D18Rik,82,75,75,45,59,35,15,83,32,83,64,83,55,71,12,52
ENSMUSG00000037263,1700055N04Rik,0,0,0,0,0,0,0,0,1.10114,1.02799,1.02041,0,0,0,0,0
ENSMUSG00000044854,1700056E22Rik,16,6,7,6,13,4,22,4,4,15,9,26,14,10,13,4
ENSMUSG00000084792,1700056N10Rik,12,18,12,10,8,2,0,1,8,12,17,18,11,6,6,6
ENSMUSG00000074139,1700057G04Rik,8,5,7.61489,1.87121,3,1,2,2,1,4,6.63202,4,3,2,8,4
ENSMUSG00000084757,1700057H15Rik,2,4,1,0,2,0,0,1,3,3,0,12,5,0,15,0
ENSMUSG00000086007,1700057H21Rik,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089636,1700058P15Rik,38,52,29,19,37,5,10,28,17,39,50,59,31,15,24,19
ENSMUSG00000086887,1700060C16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078957,1700060C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000084970,1700060J05Rik,14.0905,21.9219,20.6444,12.8588,7.24827,4.35995,26.9397,6.84078,5.36799,12.4307,9.21472,23.8058,11.4957,6.71862,0,7.20991
ENSMUSG00000085759,1700061E18Rik,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000085580,1700061F12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024209,1700061G19Rik,9,7,3,4,5,4,0,10,6,8,8,6,7,4,0,5
ENSMUSG00000084948,1700061H18Rik,0,1.07709,2.0494,0,2,1.17939,0,3.86493,5.96442,8.77863,3.41035,1.38,1.18296,10.09529,0,2.31756
ENSMUSG00000028009,1700061I17Rik,2,3,3,4,7,3,0,4,9,24,13,17,11,8,19,4
ENSMUSG00000086366,1700061J23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040657,1700063H04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099266,1700063H06Rik,0,0,4,0,2,1,0,0,4,3,2,5,1,1,0,1
ENSMUSG00000085178,1700064E03Rik,46.0647,38.7077,36.3846,30.0277,36.8523,17.7835,2.59717,29.425,23.6648,85.8003,73.9705,98.7655,72.3143,24.244,0,16.265
ENSMUSG00000082766,1700064H15Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096655,1700065D16Rik,8.03642,8.01352,7,3.01253,3,0,0,0,0,5.00812,4.00712,3.02028,10.0186,1,10.0137,1.00363
ENSMUSG00000073598,1700066B19Rik,7.0107,5.01351,5.00492,6.01301,3.00268,0,21.99997,9.017,7.00428,10,3,7,6,14.99998,0,4
ENSMUSG00000097717,1700066J03Rik,0,0,0,0,0,0,0,0,1,2,0,0,0,0,25,3
ENSMUSG00000038323,1700066M21Rik,274,288,232,188,210,96,147,225,246,471,440,585,411,269,312,166
ENSMUSG00000085800,1700066O22Rik,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0
ENSMUSG00000046408,1700067K01Rik,10,9,11.00001,3,4,2,16,5,8,27.99998,26,31.99998,16,10,12,8
ENSMUSG00000021545,1700067P10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000053081,1700069B07Rik,2,0,3,0,0,2,0,0,2,1,1,1,1,1,0,2
ENSMUSG00000042184,1700069L16Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086376,1700071G01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080980,1700071K01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090307,1700071M16Rik,12.82145,10.1027,12.48978,4.233636,7.33407,4.98462,3.10283,4.46741,15.77081,31.53188,29.82096,59.97015,26.68453,14.927228,0,2.12222
ENSMUSG00000087204,1700073E17Rik,2,3,3.00021,1,1,2,1,1.00008,4,3.00012,1.00005,3,5,4,0,0
ENSMUSG00000029883,1700074P13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032566,1700080E11Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086771,1700080G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084859,1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031118,1700080O16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023737,1700082M22Rik,87.7152,94.7997,75.9405,68.2815,72.8009,32.4122,18.5569,97.7481,54.9603,75.07,82.2344,113.39032,65.784,88.9797,32.293,33.1625
ENSMUSG00000070532,1700084C01Rik,1,4.12255,2,0,2.999996,3,0,5,4.02347,0,3.37186,2.26158,1.75712,3.70314,0,1
ENSMUSG00000086016,1700084C06Rik,68.1193,50.2597,63.0269,34.681,42.4806,21.6559,6.0436,38.3472,6.3439,19.7629,22.51,26.5887,17.0501,15.795,12.2032,9.0321
ENSMUSG00000052222,1700084E18Rik,2,1,1,1,0,0,0,4,1,0,4,6,8,2,8,1
ENSMUSG00000058101,1700084J12Rik,2.18776,1.1004,0,0,0,0,0,3.27435,1.10573,0,2.2211,0,0,1.06585,0,0
ENSMUSG00000057805,1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020548,1700086D15Rik,0,0,0,0,1,1,0,2,0,1,1,1,1,0,0,1
ENSMUSG00000071265,1700086L19Rik,5,9,7,4,4,0,0,2,3,6,2,1,0,0,0,0
ENSMUSG00000097080,1700086O06Rik,50.1009,47.4454,28.18476,26.1513,26.06524,20.46134,14,51.12595,25.74912,62.76197,75.8708,94.807,70.4478,33.88477,14.6037,15.48523
ENSMUSG00000085085,1700086P04Rik,13,15,8,5,15,15,4,17,12,26,27,27,17,7,25,16
ENSMUSG00000087653,1700087M22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033029,1700088E04Rik,71.3394,96.8533,46.94,38.9479,51.7423,50.3253,117.259,149.957,67.0522,83.6042,104.497,176.483,65.195,113.745,239.065,95.9604
ENSMUSG00000090462,1700091H14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086781,1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092499,1700092C10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085353,1700092C17Rik,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000084811,1700092E19Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078600,1700092K14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090840,1700092M07Rik,5,6,2,1,0,2,0,3,2,8,6,5,2,5,9,5
ENSMUSG00000022915,1700093J21Rik,0,0,0,1,1,2,0,1,2,2,3,3,4,5,0,1
ENSMUSG00000020286,1700093K21Rik,0,6,1,0,5.00001,1,0,4,5,3,7,3,1,1,0,2
ENSMUSG00000078667,1700094D03Rik,221.856,223.454,183.308,111.672,186.414,117.019,181.859,246.16,145.04,357.543,347.305,435.925,239.503,251.332,269.416,168.274
ENSMUSG00000086046,1700095A21Rik,3,2,4,0,1,1,0,2,0,0,2,0,5,2,7,0
ENSMUSG00000098230,1700095B10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085407,1700095J03Rik,10,2,4,1.15139,3,1,0,7,8,4.25824,12.5007,13,11.4596,11,0,3
