Gene_name,468-4_LPS,685-2_LPS-2,697-3_LPS-2,697-1_LPS-1,697-5_LPS,697-2_LPS,685-1_LPS,468-6_LPS,685-2_CTRL-3,697-3_CTRL-3,697-1_CTRL-3,468-4_CTRL,685-1_CTRL,697-5_CTRL,697-2_CTRL,468-6_CTRL
1700063O14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700064J06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700064M15Rik,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0
1700065D16Rik,0,1,0,2,3,2,0,1,3,5,0,0,0,0,0,1
1700065I16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700065J11Rik,1,0,1,0,0,1,7,0,0,0,0,3,8,0,1,0
1700065J18Rik,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700065O20Rik,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
1700066B19Rik,0,4,2,2,6,0,13,1,3,7,3,1,11,2,10,0
1700066M21Rik,21,135,69,404,165,66,438,112,103,208,259,277,364,71,478,22
1700066N21Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700067K01Rik,0,10,4,9,14,1,9,13,12,10,9,10,15,3,24,1
1700067P10Rik,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1700069L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700069P05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700071M16Rik,3,4,2,17,56,18,26,10,2,8,2,28,14,23,72,2
1700072B07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700073E17Rik,0,0,0,2,1,1,5,5,2,0,0,0,3,0,6,0
1700074H08Rik,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1700081H04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084C01Rik,0,0,0,4,5,0,3,9,0,3,0,2,3,2,3,1
1700084E18Rik,1,6,5,17,11,3,17,11,8,19,15,8,16,3,18,0
1700084F23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
1700085C21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,6,7,3,4,0,0,1,0,1,2,0,1,0
1700086O06Rik,5,29,15,45,57,9,93,35,46,38,43,72,71,19,69,5
1700088E04Rik,1,18,4,14,50,2,52,36,13,10,10,28,38,9,34,3
1700091H14Rik,0,3,0,9,2,0,0,0,0,0,0,1,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
1700092E19Rik,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700092M07Rik,0,5,0,15,2,0,5,2,4,9,10,5,3,0,4,0
1700093K21Rik,0,4,0,2,3,2,2,1,0,0,2,0,0,2,1,0
1700094D03Rik,24,111,47,209,175,55,292,112,80,180,130,192,207,59,251,10
1700094J05Rik,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
1700094M24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700095A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700095B10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700096J18Rik,0,0,0,0,4,0,1,1,6,0,0,4,1,1,3,0
1700096K18Rik,5,20,17,50,24,18,67,22,27,60,62,62,64,16,59,2
1700097N02Rik,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
1700100L14Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700101E01Rik,0,8,2,5,7,5,25,8,10,1,3,6,19,2,17,2
1700101I11Rik,2,9,14,20,51,15,67,24,13,24,18,30,26,7,31,2
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,0,1,3,4,1,1,6,3,0,3,3,3,2,1,8,0
1700102P08Rik,0,2,6,17,18,5,24,14,3,19,7,14,10,9,23,0
1700104L18Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700105P06Rik,0,4,0,7,0,1,2,2,1,4,3,7,4,0,3,0
1700106J16Rik,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0
1700108F19Rik,0,1,0,4,5,0,4,9,0,0,0,1,5,1,4,0
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,1,13,4,30,14,5,43,4,7,26,13,8,18,5,24,1
1700109I08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700109K24Rik,2,33,14,82,34,13,61,19,28,73,63,33,43,9,57,1
1700110C19Rik,0,1,2,3,4,3,6,3,1,0,1,0,9,4,10,0
1700110I01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700110K17Rik,1,0,0,0,0,2,4,1,1,7,0,0,1,0,1,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700112E06Rik,2,5,4,6,21,4,102,20,4,22,5,47,87,6,22,0
1700112H15Rik,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1700112J05Rik,0,5,0,0,1,0,2,0,0,2,2,3,5,0,1,0
1700113A16Rik,24,115,62,163,229,40,287,166,78,210,132,270,280,109,348,23
1700113H08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,3,0,0,0,3,3,0,0,1,1,3,0,3,0
1700120C14Rik,2,7,3,7,8,1,16,3,5,9,5,7,5,1,6,0
1700120E14Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1700120G07Rik,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1700120K04Rik,0,0,6,9,8,2,12,8,2,4,3,11,6,1,8,0
1700121L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,0,3,1,1,2,0,0,1,0,0,1,2,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0
1700123L14Rik,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1700123M08Rik,1,16,8,30,8,6,33,9,9,15,16,29,21,3,27,3
1700123O12Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1700123O20Rik,151,1025,573,1624,1610,377,2403,985,572,1544,1016,1537,1360,409,1693,57
1700123O21Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1700124L16Rik,1,0,3,4,1,0,10,0,4,0,2,2,5,0,0,1
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
1700125H03Rik,0,0,1,0,0,0,0,0,2,4,3,3,3,0,0,0
1700125H20Rik,0,1,0,3,6,2,4,8,1,12,5,5,0,0,5,1
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,3,0,0,0,1,0,0,0,1,7,0,2,0
1700128F08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700129C05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810006J02Rik,0,0,0,1,0,0,2,1,1,5,1,1,0,0,1,0
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1810008I18Rik,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1810009A15Rik,0,10,10,25,19,2,29,18,11,15,14,16,29,5,15,1
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810010D01Rik,2,6,1,7,13,1,4,1,2,3,2,11,8,4,12,0
1810010H24Rik,2,7,5,16,17,3,42,21,13,25,15,30,28,6,22,0
1810011H11Rik,4,4,10,12,68,23,60,7,33,97,43,443,308,120,1129,6
1810011O10Rik,20,143,67,245,375,59,533,257,136,167,240,145,241,62,237,22
1810012K16Rik,1,4,0,5,3,2,10,3,3,10,6,5,8,0,6,0
1810013A23Rik,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
1810013L24Rik,507,1871,1111,3968,6013,1108,7636,3197,1518,4052,2737,5627,5235,1623,5708,329
1810014B01Rik,2,24,14,61,30,5,69,40,21,56,55,51,61,10,80,5
1810018F18Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1810019D21Rik,1,16,5,26,31,11,83,38,29,50,34,63,133,10,99,5
1810020O05Rik,1,3,0,9,9,1,1,5,4,5,3,8,3,1,2,0
1810021B22Rik,10,43,20,73,63,5,95,34,33,81,45,79,83,22,79,4
1810022K09Rik,22,137,88,237,216,54,333,158,89,253,133,217,204,41,179,14
1810024B03Rik,0,4,3,11,11,1,17,4,4,8,2,10,8,5,10,1
1810026B05Rik,25,113,43,273,205,53,350,154,110,159,213,225,227,61,259,12
1810026J23Rik,217,1354,773,2439,2852,541,4454,1928,850,2083,1310,2146,2305,698,3008,135
1810030O07Rik,117,860,379,1536,1246,344,2075,901,564,1218,1078,1350,1437,376,1922,67
1810032O08Rik,27,169,91,340,261,53,362,88,116,238,174,289,151,40,193,14
1810034E14Rik,7,65,21,92,76,14,65,55,55,141,86,166,111,43,204,7
1810037I17Rik,117,627,372,864,1457,233,1724,950,362,1067,507,1160,914,294,1110,81
1810041L15Rik,2,9,0,7,14,2,11,7,14,6,16,23,7,2,25,0
1810043G02Rik,53,402,278,601,649,95,791,424,265,680,434,694,596,191,708,40
1810043H04Rik,27,184,129,291,575,87,623,316,118,242,197,383,402,111,501,22
1810044D09Rik,2,11,9,26,34,5,59,22,11,29,11,31,32,13,44,2
1810046K07Rik,0,0,0,1,0,0,0,3,0,0,1,2,1,0,0,0
1810053B23Rik,0,0,1,1,0,0,1,0,1,1,1,0,2,0,0,0
1810055G02Rik,249,1263,889,2663,1878,396,3261,1353,705,2112,1148,2353,1679,405,1696,99
1810058I24Rik,358,2149,1098,3662,4486,997,8497,3315,1523,3184,2369,4496,5898,1192,6176,308
1810062G17Rik,4,28,21,37,22,13,29,22,14,47,28,55,22,11,27,2
1810062O18Rik,2,28,8,35,20,6,33,19,19,28,11,31,31,10,25,1
1810064F22Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1810065E05Rik,0,0,1,2,16,2,6,24,1,2,1,8,3,2,9,1
2010001E11Rik,0,2,0,0,2,0,2,1,1,0,0,0,1,0,0,0
2010002M12Rik,3,27,11,89,47,33,226,5,4,7,8,14,28,6,12,1
2010003K11Rik,0,0,0,1,4,0,2,0,0,0,0,3,0,0,0,1
2010005H15Rik,4,2,0,21,5,5,14,0,2,3,6,7,1,0,19,0
2010009K17Rik,0,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0
2010010A06Rik,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0
2010012O05Rik,41,333,153,576,555,125,757,337,248,500,372,547,465,132,608,32
2010015L04Rik,17,149,60,282,117,30,265,86,107,225,185,178,141,27,164,9
2010016I18Rik,1,1,0,2,10,3,12,2,2,1,1,1,10,1,12,0
2010106C02Rik,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010107E04Rik,165,1443,595,1699,2232,421,2648,1401,859,2030,1018,1742,1505,561,1909,126
2010107G12Rik,1,4,7,30,37,1,27,6,5,16,13,13,28,6,16,0
2010107G23Rik,26,149,47,157,353,53,517,233,99,110,134,230,427,94,294,22
2010109A12Rik,0,2,1,6,6,0,9,5,3,3,2,3,5,2,5,0
2010109I03Rik,0,0,0,0,2,1,5,0,0,0,0,0,0,3,0,0
2010111I01Rik,357,2208,799,3555,6496,1146,10713,4655,1523,2396,2057,3514,7443,1521,6409,439
2010204K13Rik,7,23,11,30,31,8,95,40,23,40,22,47,43,7,49,4
2010300C02Rik,2,14,0,26,19,2,17,22,10,13,10,17,10,7,9,5
2010308F09Rik,0,2,0,2,1,0,2,0,0,0,1,0,1,0,2,0
2010310C07Rik,0,0,0,1,1,0,3,0,0,0,1,0,0,0,4,0
2010315B03Rik,16,178,69,463,229,75,567,133,146,256,386,337,449,76,550,11
2010320M18Rik,31,227,90,331,309,66,484,254,135,317,239,333,349,73,390,16
2200002D01Rik,51,318,239,510,375,176,1328,204,180,579,288,527,659,73,585,13
2200002J24Rik,0,0,0,0,2,0,0,2,1,0,0,0,0,3,2,0
2210010C04Rik,0,2,0,0,1,1,1,0,0,0,0,1,0,0,2,0
2210011C24Rik,0,0,1,0,12,0,15,2,0,1,3,5,12,3,24,0
2210013O21Rik,144,793,363,1336,1287,207,1534,814,458,1241,782,1556,902,349,1096,68
2210015D19Rik,26,162,88,300,307,63,481,210,105,281,206,288,246,91,353,13
2210016F16Rik,130,820,414,1433,1558,324,2360,1084,457,1114,821,1445,1427,359,1588,82
2210016L21Rik,106,862,449,1072,1343,210,1559,783,525,1203,767,1175,1011,285,1273,67
2210018M11Rik,122,1232,558,1999,1266,313,2552,979,704,1740,1239,1333,1572,382,1785,68
2210019I11Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2210039B01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210404O09Rik,15,50,5,170,124,42,257,74,52,74,115,170,197,28,223,3
2210407C18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2210408F21Rik,9,79,49,100,265,39,274,189,65,141,76,190,195,80,255,19
2210408I21Rik,18,135,77,254,320,69,506,196,83,173,175,249,305,93,329,19
2210409D07Rik,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2210409E12Rik,5,8,2,4,74,3,17,41,3,18,13,47,24,23,27,7
2210414B05Rik,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2210416O15Rik,4,12,8,35,51,7,64,21,13,22,13,14,20,5,16,4
2210417A02Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2210420H20Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2300002M23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300005B03Rik,0,0,3,3,1,0,2,2,1,0,3,2,2,0,5,0
2300009A05Rik,7,72,54,99,167,22,169,104,49,109,87,185,115,44,165,10
2310001H17Rik,4,29,15,33,33,5,47,15,8,30,33,29,9,8,29,4
2310001K24Rik,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0
2310002D06Rik,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2310002F09Rik,2,29,22,40,35,6,45,25,19,48,25,34,22,12,33,1
2310002J15Rik,0,2,3,0,0,0,1,1,0,0,0,0,2,0,0,0
2310002L09Rik,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2
2310003H01Rik,27,165,109,334,307,55,428,212,171,308,247,254,337,80,433,20
2310005A03Rik,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2310005G13Rik,1,4,4,7,15,2,13,10,1,16,6,21,4,4,8,2
2310007B03Rik,0,0,0,1,17,0,17,1,1,0,2,1,6,7,7,0
2310007L24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310008N11Rik,1,5,0,5,6,1,1,6,3,3,2,10,1,1,1,0
2310009A05Rik,12,101,61,166,145,34,193,91,51,134,99,151,145,35,213,14
2310009B15Rik,17,89,41,140,96,27,177,51,54,121,90,144,111,24,101,8
2310010J17Rik,4,19,15,50,24,5,41,31,17,67,26,50,42,7,23,1
2310011J03Rik,161,813,523,1451,1952,368,2448,959,439,1229,797,1519,1355,436,1785,86
2310014L17Rik,5,73,21,179,165,131,547,34,23,31,32,37,29,9,43,2
2310015A10Rik,21,152,56,243,234,67,370,178,105,202,150,186,309,49,324,13
2310015B20Rik,0,0,0,2,7,1,13,0,1,8,0,2,2,1,3,0
2310015D24Rik,0,1,0,3,5,1,7,3,1,0,1,6,15,0,9,1
2310016D03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0
2310022A10Rik,90,470,251,792,1083,176,978,500,324,706,539,1123,860,448,1676,50
2310022B05Rik,500,3427,2570,6484,3851,730,5761,3405,3856,9821,7820,5899,4754,1068,5343,329
2310030A07Rik,1,0,0,0,3,0,2,2,0,5,1,2,0,0,2,0
2310030G06Rik,23,163,71,201,646,153,1432,607,132,171,149,246,609,149,522,49
2310033P09Rik,34,233,127,312,364,69,513,199,137,335,261,391,378,88,490,31
2310034C09Rik,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2310034G01Rik,0,8,8,15,18,1,29,6,7,12,11,20,22,5,16,1
2310034O05Rik,0,0,0,1,7,0,3,0,0,1,0,0,0,1,3,0
2310035C23Rik,173,1075,564,2077,1838,481,2959,1257,661,1770,1297,1874,1691,483,2104,91
2310036O22Rik,241,1410,860,2053,3647,630,2935,1629,893,2157,1030,2782,1968,714,2528,123
2310039H08Rik,18,193,117,255,235,49,424,140,132,314,179,292,287,51,274,11
2310039L15Rik,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2310040G24Rik,1,3,0,11,15,1,27,10,9,12,6,28,23,7,43,2
2310042E22Rik,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2310043L19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2310043O21Rik,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
2310045N01Rik,101,566,260,866,961,173,1411,713,321,747,540,932,908,236,989,63
2310047M10Rik,116,643,420,906,1577,211,1279,779,372,950,578,1128,811,311,1130,81
2310050C09Rik,1,9,0,8,15,2,15,43,1,1,1,36,8,1,1,0
2310057J18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310057M21Rik,41,323,185,564,562,114,844,384,202,512,302,492,437,138,522,21
2310057N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310061I04Rik,59,517,308,671,857,159,1225,502,311,757,426,806,847,270,1065,57
2310061J03Rik,12,48,26,84,120,17,163,67,73,85,101,146,137,25,145,3
2310061N02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2310067B10Rik,70,565,328,999,784,179,1534,473,465,988,818,814,1379,279,1747,53
2310068J16Rik,1,9,7,8,15,1,18,6,8,9,4,18,8,4,8,0
2310069B03Rik,0,13,0,10,13,1,9,8,6,11,10,15,7,0,21,2
2310069G16Rik,0,1,0,1,0,0,0,0,0,2,0,4,1,0,1,0
2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410002F23Rik,133,928,524,1946,986,183,1989,663,477,1215,864,959,956,229,983,47
2410003L11Rik,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0
2410004B18Rik,35,257,131,463,714,139,751,319,180,410,257,468,433,111,555,27
2410004I01Rik,0,0,0,0,3,0,0,1,0,0,0,4,0,1,0,0
2410004N09Rik,24,275,148,307,339,38,318,177,161,405,221,446,224,68,248,14
2410004P03Rik,0,17,1,14,3,0,3,7,8,28,25,14,7,2,5,0
2410006H16Rik,306,1638,676,2903,1892,333,3107,1425,936,2140,1764,3172,1730,453,2166,102
2410007B07Rik,0,0,0,2,4,0,4,0,2,1,0,0,3,0,3,0
2410012E07Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2410012M07Rik,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0
2410015M20Rik,174,1211,630,1699,2613,421,3438,1672,658,1697,1082,2084,2049,534,2177,134
2410016O06Rik,35,297,146,465,533,108,733,306,138,319,216,307,326,128,602,26
2410017I17Rik,0,2,1,5,4,4,14,3,1,1,0,0,1,0,4,0
2410018L13Rik,0,8,6,15,6,1,21,10,4,18,13,25,16,5,16,0
2410021H03Rik,0,4,2,11,3,2,5,3,5,12,10,6,4,2,6,0
2410076I21Rik,1,14,6,20,57,7,41,18,8,26,15,57,41,24,47,1
2410088K16Rik,0,0,0,0,2,0,0,4,0,0,1,0,1,0,0,0
2410089E03Rik,146,985,533,1946,1318,313,2440,1071,919,1821,1553,1466,1872,374,2029,100
2410114N07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410124H12Rik,0,3,0,0,5,1,3,4,1,2,1,3,1,0,1,0
2410127L17Rik,11,50,29,97,78,17,123,69,21,86,58,87,75,17,102,7
2410131K14Rik,95,748,309,1211,1287,228,2042,774,435,977,692,1024,1161,357,1529,62
2410137M14Rik,0,0,0,1,0,0,2,1,0,0,0,2,0,0,1,0
2410141K09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500004C02Rik,9,46,30,116,50,6,73,41,45,133,98,90,78,30,99,3
2510002D24Rik,5,103,44,135,134,35,312,109,94,190,115,160,236,53,293,5
2510003E04Rik,188,1144,564,1951,2576,482,3572,1840,859,2038,1395,2204,2197,701,2625,153
2510009E07Rik,125,492,315,1401,1193,354,1438,525,491,1209,1009,1894,1471,584,3923,36
2510039O18Rik,303,1722,1115,2837,3805,735,4634,1886,973,2578,1615,3158,2890,945,4335,162
2510049J12Rik,0,2,0,4,1,0,10,3,0,6,3,3,5,3,3,1
2610001J05Rik,215,1239,555,2381,2651,683,3744,1375,855,1744,1415,2124,2217,597,2823,122
2610002J02Rik,72,505,372,953,658,136,1042,402,411,950,690,923,829,182,891,27
2610002M06Rik,91,540,239,1357,1102,455,2510,513,335,654,684,758,1107,231,1328,50
2610005L07Rik,8,53,35,103,78,14,108,37,35,92,72,74,70,14,68,2
2610008E11Rik,179,1061,710,2514,1080,192,1985,860,1000,2840,2308,2602,1961,371,2098,98
2610015P09Rik,35,257,99,432,269,58,525,223,171,368,275,327,411,117,444,22
2610016A17Rik,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0
2610018G03Rik,81,469,120,488,1698,1054,10578,1397,266,356,369,925,5007,398,3930,158
2610020C07Rik,7,48,31,116,184,35,202,82,61,106,68,75,101,29,142,5
2610020H08Rik,13,81,32,227,84,28,159,70,76,177,159,159,148,46,177,4
2610027K06Rik,2,15,10,43,35,6,18,10,7,52,26,39,14,9,28,3
2610028E06Rik,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0
2610028H24Rik,0,0,0,0,0,0,0,1,0,3,0,1,0,1,1,0
2610034B18Rik,70,647,297,1115,525,112,874,371,438,931,752,685,650,128,717,25
2610034M16Rik,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2610035D17Rik,14,87,50,136,134,29,242,168,91,188,98,253,232,31,196,9
2610035F20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610037D02Rik,0,1,0,0,6,0,3,5,0,0,1,2,3,1,1,0
2610044O15Rik8,25,154,92,335,154,39,300,121,119,215,231,260,219,57,289,9
2610100L16Rik,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2610203C20Rik,85,861,305,2183,1085,332,2152,924,496,717,862,764,1016,204,1234,73
2610203C22Rik,4,17,10,17,54,12,37,9,20,24,22,41,53,29,150,3
2610206C17Rik,0,11,13,11,46,5,11,14,7,17,2,26,16,6,15,2
2610207O16Rik,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0
2610301B20Rik,84,504,203,986,1465,315,2281,1025,467,838,743,1110,1601,408,1910,108
2610305D13Rik,5,9,3,140,29,17,106,12,13,18,86,78,57,9,73,1
2610306M01Rik,14,102,51,166,147,24,189,95,59,185,120,151,128,42,138,10
2610307P16Rik,3,32,17,54,58,8,105,58,29,52,61,74,98,15,74,3
2610316D01Rik,0,15,9,35,3,6,45,6,14,19,23,15,17,2,25,0
2610318N02Rik,4,43,14,71,64,18,102,34,28,59,28,59,73,21,94,2
2610507B11Rik,935,5970,3046,10005,13719,3018,17676,9048,3880,9257,5814,9995,11454,4297,17836,775
2610507I01Rik,31,211,100,377,185,52,379,158,242,490,426,457,513,105,657,15
2610524H06Rik,23,119,62,290,203,37,208,126,70,219,151,275,135,31,227,13
2610528A11Rik,0,2,0,8,14,2,3,1,7,11,3,11,4,1,9,3
2610528J11Rik,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2700029M09Rik,57,240,160,441,460,103,581,241,168,349,279,500,359,137,564,15
2700038G22Rik,2,46,26,57,38,9,79,31,20,34,21,14,34,8,23,1
2700046A07Rik,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2700046G09Rik,5,50,31,96,96,13,129,94,42,101,68,91,92,20,96,5
2700049A03Rik,43,431,271,855,358,109,783,264,337,797,626,538,639,135,720,20
2700054A10Rik,3,41,9,26,40,10,93,38,22,17,28,47,58,6,57,1
2700060E02Rik,265,1555,649,2740,2911,805,4197,1766,1056,2166,1784,2577,2267,599,2889,136
2700062C07Rik,22,176,119,381,216,59,333,186,130,334,206,243,249,46,268,8
2700069I18Rik,0,9,4,9,2,0,1,4,5,4,9,10,4,1,2,0
2700070H01Rik,3,22,7,20,149,10,71,107,9,34,26,73,38,32,52,11
2700081O15Rik,134,1009,635,2375,1103,247,1810,868,934,1871,1888,1399,1553,214,1464,73
2700086A05Rik,1,20,14,23,12,0,4,2,15,57,26,9,2,2,12,0
2700089E24Rik,194,990,584,2751,1612,435,2999,1092,676,1689,1675,2330,2003,418,2281,86
2700089I24Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2700094K13Rik,34,450,198,705,342,93,588,152,289,489,470,391,413,86,601,22
2700097O09Rik,14,93,53,157,157,15,191,82,47,159,100,141,139,38,171,8
2700099C18Rik,4,91,30,191,9,7,80,16,84,112,125,47,43,4,55,1
2810001G20Rik,5,30,22,52,66,10,120,47,47,121,64,85,93,16,101,6
2810002D19Rik,25,109,62,208,169,56,342,110,69,218,122,191,218,55,257,10
2810004N23Rik,82,710,400,1144,775,211,1754,660,379,1013,570,881,933,195,959,40
2810006K23Rik,27,192,122,327,235,68,507,165,148,358,249,298,391,121,440,17
